"","FOUND_BY","PREFERRED_NAME","INCHIKEY","SMILES","INCHI_STRING","MOLECULAR_FORMULA","MONOISOTOPIC_MASS","MS_READY_SMILES","QSAR_READY_SMILES","BIOCONCENTRATION_FACTOR_TEST_PRED","BOILING_POINT_DEGC_TEST_PRED","X48HR_DAPHNIA_LC50_MOL.L_TEST_PRED","DENSITY_G.CM.3_TEST_PRED","DEVTOX_TEST_PRED","X96HR_FATHEAD_MINNOW_MOL.L_TEST_PRED","FLASH_POINT_DEGC_TEST_PRED","MELTING_POINT_DEGC_TEST_PRED","AMES_MUTAGENICITY_TEST_PRED","ORAL_RAT_LD50_MOL.KG_TEST_PRED","SURFACE_TENSION_DYN.CM_TEST_PRED","THERMAL_CONDUCTIVITY_MW..M.K._TEST_PRED","TETRAHYMENA_PYRIFORMIS_IGC50_MOL.L_TEST_PRED","VISCOSITY_CP_CP_TEST_PRED","VAPOR_PRESSURE_MMHG_TEST_PRED","WATER_SOLUBILITY_MOL.L_TEST_PRED","ATMOSPHERIC_HYDROXYLATION_RATE_.AOH._CM3.MOLECULE.SEC_OPERA_PRED","BIOCONCENTRATION_FACTOR_OPERA_PRED","BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED","BOILING_POINT_DEGC_OPERA_PRED","HENRYS_LAW_ATM.M3.MOLE_OPERA_PRED","OPERA_KM_DAYS_OPERA_PRED","OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED","SOIL_ADSORPTION_COEFFICIENT_KOC_L.KG_OPERA_PRED","OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED","MELTING_POINT_DEGC_OPERA_PRED","VAPOR_PRESSURE_MMHG_OPERA_PRED","WATER_SOLUBILITY_MOL.L_OPERA_PRED","atom_stereo_count","bond_stereo_count","canonical_smiles","charge","cid","complexity","covalent_unit_count","defined_atom_stereo_count","defined_bond_stereo_count","exact_mass","h_bond_acceptor_count","h_bond_donor_count","heavy_atom_count","inchi","isomeric_smiles","iupac_name","molecular_formula","molecular_weight","monoisotopic_mass","rotatable_bond_count","tpsa","undefined_atom_stereo_count","undefined_bond_stereo_count","xlogp"
"1700","InChIKey","Andrographolide","BOJKULTULYSRAS-OTESTREVSA-N","C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H](C\C=C3/[C@H](O)COC3=O)C(=C)CC[C@H]12","InChI=1S/C20H30O5/c1-12-4-7-16-19(2,9-8-17(23)20(16,3)11-21)14(12)6-5-13-15(22)10-25-18(13)24/h5,14-17,21-23H,1,4,6-11H2,2-3H3/b13-5+/t14-,15-,16+,17-,19+,20+/m1/s1","C20H30O5","350.2093241","CC1(CO)C(O)CCC2(C)C(CC=C3C(O)COC3=O)C(=C)CCC12","CC1(CO)C(O)CCC2(C)C(CC=C3C(O)COC3=O)C(=C)CCC12","-","405.653","2.65461E-05","1.241","0.827","2.06063E-05","250.514","183.251","0.325","8.45279E-05","-","-","2.61818E-05","-","7.78037E-10","0.00016788","1.31667E-10","5.36422","86.5748","388.342","5.50898E-10","0.399728","9.30481","432.635","2.2003","193.282","3.3248E-09","2.41656E-05",6,1,"CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O",0,5318517,597,1,6,1,350.20932407,5,3,25,"InChI=1S/C20H30O5/c1-12-4-7-16-19(2,9-8-17(23)20(16,3)11-21)14(12)6-5-13-15(22)10-25-18(13)24/h5,14-17,21-23H,1,4,6-11H2,2-3H3/b13-5+/t14-,15-,16+,17-,19+,20+/m1/s1","C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\[C@@H](COC3=O)O)(C)CO)O","(3E,4S)-3-[2-[(1R,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethylidene]-4-hydroxyoxolan-2-one","C20H30O5",350.4,350.20932407,3,87,0,0,2.2
"1799","InChIKey","Neoandrographolide","YGCYRQKJYWQXHG-RDNQFMDVSA-N","[H][C@]12CCC(=C)[C@@H](CCC3=CCOC3=O)[C@]1(C)CCC[C@@]2(C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","InChI=1S/C26H40O8/c1-15-5-8-19-25(2,14-33-24-22(30)21(29)20(28)18(13-27)34-24)10-4-11-26(19,3)17(15)7-6-16-9-12-32-23(16)31/h9,17-22,24,27-30H,1,4-8,10-14H2,2-3H3/t17-,18-,19-,20-,21+,22-,24-,25+,26+/m1/s1","C26H40O8","480.2723182","CC1(COC2OC(CO)C(O)C(O)C2O)CCCC2(C)C(CCC3=CCOC3=O)C(=C)CCC12","CC1(COC2OC(CO)C(O)C(O)C2O)CCCC2(C)C(CCC3=CCOC3=O)C(=C)CCC12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.29996E-10","2.42331","93.7413","387.601","1.26915E-11","0.284298","9.45747","10619.2","2.31317","183.583","1.7987E-10","1.09217E-05",9,0,"CC1(CCCC2(C1CCC(=C)C2CCC3=CCOC3=O)C)COC4C(C(C(C(O4)CO)O)O)O",0,9848024,811,1,9,0,480.27231825,8,4,34,"InChI=1S/C26H40O8/c1-15-5-8-19-25(2,14-33-24-22(30)21(29)20(28)18(13-27)34-24)10-4-11-26(19,3)17(15)7-6-16-9-12-32-23(16)31/h9,17-22,24,27-30H,1,4-8,10-14H2,2-3H3/t17-,18-,19-,20-,21+,22-,24-,25+,26+/m1/s1","C[C@]1(CCC[C@@]2([C@@H]1CCC(=C)[C@H]2CCC3=CCOC3=O)C)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O","4-[2-[(1R,4aS,5R,8aS)-5,8a-dimethyl-2-methylidene-5-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethyl]-2H-furan-5-one","C26H40O8",480.6,480.27231825,7,126,0,0,2.6
"1848","InChIKey","4H-1-Benzopyran-4-one, 2-(2,3-dimethoxyphenyl)-5,7-dimethoxy-","IALAJCYFLJDANI-UHFFFAOYSA-N","COC1=CC2=C(C(=O)C=C(O2)C2=C(OC)C(OC)=CC=C2)C(OC)=C1","InChI=1S/C19H18O6/c1-21-11-8-16(23-3)18-13(20)10-15(25-17(18)9-11)12-6-5-7-14(22-2)19(12)24-4/h5-10H,1-4H3","C19H18O6","342.1103383","COC1=CC2=C(C(=O)C=C(O2)C2=C(OC)C(OC)=CC=C2)C(OC)=C1","COC1=CC2=C(C(=O)C=C(O2)C2=C(OC)C(OC)=CC=C2)C(OC)=C1","45.0817","451.839","1.91867E-05","1.226","0.796","3.75837E-06","206.741","141.021","0.301","0.000314775","-","-","7.46449E-05","-","1.79473E-08","0.00011324","1.38329E-11","27.9809","4.74184","394.192","6.59598E-10","0.615192","10.4497","650.375","3.30242","94.0324","1.31562E-08","1.30787E-05",0,0,"COC1=CC=CC(=C1OC)C2=CC(=O)C3=C(O2)C=C(C=C3OC)OC",0,11772234,504,1,0,0,342.1103383,6,0,25,"InChI=1S/C19H18O6/c1-21-11-8-16(23-3)18-13(20)10-15(25-17(18)9-11)12-6-5-7-14(22-2)19(12)24-4/h5-10H,1-4H3","COC1=CC=CC(=C1OC)C2=CC(=O)C3=C(O2)C=C(C=C3OC)OC","2-(2,3-dimethoxyphenyl)-5,7-dimethoxychromen-4-one","C19H18O6",342.3,342.1103383,5,63.2,0,0,3.1
"1849","InChIKey","5,7,2'-Trimethoxyflavone","IAVDTHSFRQVKKU-UHFFFAOYSA-N","COC1=CC2=C(C(=O)C=C(O2)C2=CC=CC=C2OC)C(OC)=C1","InChI=1S/C18H16O5/c1-20-11-8-16(22-3)18-13(19)10-15(23-17(18)9-11)12-6-4-5-7-14(12)21-2/h4-10H,1-3H3","C18H16O5","312.0997736","COC1=CC2=C(C(=O)C=C(O2)C2=CC=CC=C2OC)C(OC)=C1","COC1=CC2=C(C(=O)C=C(O2)C2=CC=CC=C2OC)C(OC)=C1","58.479","441.356","1.64059E-05","1.232","0.764","1.65196E-06","204.839","151.505","0.46","0.000413047","-","-","2.74789E-05","26.5461","5.45758E-08","0.00011749","1.38299E-11","43.4681","4.76391","367.148","3.63763E-09","0.435926","10.5742","671.911","3.59003","98.8281","8.86044E-08","2.17744E-05",0,0,"COC1=CC=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3OC)OC",0,5322103,460,1,0,0,312.09977361,5,0,23,"InChI=1S/C18H16O5/c1-20-11-8-16(22-3)18-13(19)10-15(23-17(18)9-11)12-6-4-5-7-14(12)21-2/h4-10H,1-3H3","COC1=CC=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3OC)OC","5,7-dimethoxy-2-(2-methoxyphenyl)chromen-4-one","C18H16O5",312.3,312.09977361,4,54,0,0,3.1
"1850","InChIKey","2-(2-Hydroxypropan-2-yl)-2,3-dihydro-7H-furo[3,2-g][1]benzopyran-7-one","FWYSBEAFFPBAQU-GFCCVEGCSA-N","[H][C@@]1(CC2=C(O1)C=C1OC(=O)C=CC1=C2)C(C)(C)O","InChI=1S/C14H14O4/c1-14(2,16)12-6-9-5-8-3-4-13(15)18-10(8)7-11(9)17-12/h3-5,7,12,16H,6H2,1-2H3/t12-/m1/s1","C14H14O4","246.0892089","CC(C)(O)C1CC2=C(O1)C=C1OC(=O)C=CC1=C2","CC(C)(O)C1CC2=C(O1)C=C1OC(=O)C=CC1=C2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.38225E-11","42.1376","3.53555","337.249","2.35185E-10","0.708297","10.3597","1276.35","3.17989","149.729","1.03956E-07","0.00024801",1,0,"CC(C)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O",0,26305,387,1,1,0,246.08920893,4,1,18,"InChI=1S/C14H14O4/c1-14(2,16)12-6-9-5-8-3-4-13(15)18-10(8)7-11(9)17-12/h3-5,7,12,16H,6H2,1-2H3/t12-/m1/s1","CC(C)([C@H]1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O","(2R)-2-(2-hydroxypropan-2-yl)-2,3-dihydrofuro[3,2-g]chromen-7-one","C14H14O4",246.26,246.08920893,1,55.8,0,0,1.9
"1851","InChIKey","Umbelliferone","ORHBXUUXSCNDEV-UHFFFAOYSA-N","OC1=CC=C2C=CC(=O)OC2=C1","InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H","C9H6O3","162.0316941","OC1=CC=C2C=CC(=O)OC2=C1","OC1=CC=C2C=CC(=O)OC2=C1","-","318.469","0.000178649","1.255","0.569","0.000148936","152.508","145.13","0.121","0.00537032","-","-","1.76604E-05","14.3219","0.000354813","0.011272","4.29345E-11","5.02263","3.53744","290.975","5.28079E-10","0.134375","8.66432","237.399","1.58014","230.194","3.72835E-06","0.00636406",0,0,"C1=CC(=CC2=C1C=CC(=O)O2)O",0,5281426,222,1,0,0,162.031694052,3,1,12,"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H","C1=CC(=CC2=C1C=CC(=O)O2)O","7-hydroxychromen-2-one","C9H6O3",162.14,162.031694052,0,46.5,0,0,1.6
"1949","InChIKey","Cirsilineol","VKOSQMWSWLZQPA-UHFFFAOYSA-N","COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C=C2O1","InChI=1S/C18H16O7/c1-22-13-6-9(4-5-10(13)19)12-7-11(20)16-14(25-12)8-15(23-2)18(24-3)17(16)21/h4-8,19,21H,1-3H3","C18H16O7","344.0896029","COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C=C2O1","COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C=C2O1","46.0257","486.219","3.25837E-05","1.458","0.827","1.38995E-06","243.041","219.869","0.347","0.000457088","-","-","5.16416E-05","-","1.04713E-09","0.000287078","1.74163E-11","60.3935","3.35546","403.891","1.17729E-11","0.157377","9.39125","619.101","2.82272","201.707","7.29699E-08","2.38169E-05",0,0,"COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O",0,162464,520,1,0,0,344.08960285,7,2,25,"InChI=1S/C18H16O7/c1-22-13-6-9(4-5-10(13)19)12-7-11(20)16-14(25-12)8-15(23-2)18(24-3)17(16)21/h4-8,19,21H,1-3H3","COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O","5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-6,7-dimethoxychromen-4-one","C18H16O7",344.3,344.08960285,4,94.4,0,0,2.9
"2050","InChIKey","Octadecanoic acid","QIQXTHQIDYTFRH-UHFFFAOYSA-N","CCCCCCCCCCCCCCCCCC(O)=O","InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)","C18H36O2","284.2715304","CCCCCCCCCCCCCCCCCC(O)=O","CCCCCCCCCCCCCCCCCC(O)=O","14.6893","375.047","0.000008531","0.889","0.645","1.74985E-06","174.352","65.442","-0.074","0.0444631","30.206","154.232","9.59401E-07","22.08","4.69894E-08","9.22571E-07","1.65005E-11","517.32","18.9526","382.842","6.64788E-08","1.12038","10.6209","3946.22","8.22868","68.7044","7.14871E-07","2.08416E-06",0,0,"CCCCCCCCCCCCCCCCCC(=O)O",0,5281,202,1,0,0,284.2715304,2,1,20,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)","CCCCCCCCCCCCCCCCCC(=O)O","octadecanoic acid","C18H36O2",284.5,284.2715304,16,37.3,0,0,7.4
"2163","InChIKey","Lanosterol","CAHGCLMLTWQZNJ-BQNIITSRSA-N","C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3","InChI=1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h10,21-22,25-26,31H,9,11-19H2,1-8H3/t21-,22-,25+,26+,28-,29-,30+/m1/s1","C30H50O","426.3861662","CC(CCC=C(C)C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3","CC(CCC=C(C)C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3","770.903","396.356","1.16145E-07","0.906","0.968","1.63305E-07","223.096","152.617","0.224","0.000887156","36.548","-","-","-","4.16869E-08","8.72971E-08","8.88501E-11","5499.92","256.022","394.233","3.5838E-08","14.005","10.3144","88547.3","8.63645","140.38","3.84863E-08","3.78096E-06",7,0,"CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C",0,246983,767,1,7,0,426.38616623,1,1,31,"InChI=1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h10,21-22,25-26,31H,9,11-19H2,1-8H3/t21-,22-,25+,26+,28-,29-,30+/m1/s1","C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C","(3S,5R,10S,13R,14R,17R)-4,4,10,13,14-pentamethyl-17-[(2R)-6-methylhept-5-en-2-yl]-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol","C30H50O",426.7,426.38616623,4,20.2,0,0,8.9
"2252","InChIKey","2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-1-benzopyran-3-yl 2-O-hexopyranosylhexopyranoside","RDUAJIJVNHKTQC-UJECXLDQSA-N","[H][C@]1(CO)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O","InChI=1S/C27H30O17/c28-6-14-17(34)20(37)22(39)26(41-14)44-25-21(38)18(35)15(7-29)42-27(25)43-24-19(36)16-12(33)4-9(30)5-13(16)40-23(24)8-1-2-10(31)11(32)3-8/h1-5,14-15,17-18,20-22,25-35,37-39H,6-7H2/t14-,15-,17-,18-,20+,21+,22-,25-,26+,27+/m1/s1","C27H30O17","626.1482995","OCC1OC(OC2C(O)C(O)C(CO)OC2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O","OCC1OC(OC2C(O)C(O)C(CO)OC2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.50801E-11","3.06849","95.8321","371.259","2.20602E-11","0.45455","9.60871","927.471","-0.388179","224.458","2.15946E-09","0.144079",10,0,"C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O",0,5282166,1040,1,10,0,626.1482995,17,11,44,"InChI=1S/C27H30O17/c28-6-14-17(34)20(37)22(39)26(41-14)44-25-21(38)18(35)15(7-29)42-27(25)43-24-19(36)16-12(33)4-9(30)5-13(16)40-23(24)8-1-2-10(31)11(32)3-8/h1-5,14-15,17-18,20-22,25-35,37-39H,6-7H2/t14-,15-,17-,18-,20+,21+,22-,25-,26+,27+/m1/s1","C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O","3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one","C27H30O17",626.5,626.1482995,7,286,0,0,-1.2
"2324","InChIKey","Vanillic acid","WKOLLVMJNQIZCI-UHFFFAOYSA-N","COC1=CC(=CC=C1O)C(O)=O","InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)","C8H8O4","168.0422587","COC1=CC(=CC=C1O)C(O)=O","COC1=CC(=CC=C1O)C(O)=O","1.36458","303.344","0.000542001","1.419","0.645","0.000579429","184.858","177.339","0.025","0.00570164","-","-","0.00519996","-","2.93765E-06","0.0501187","8.51195E-12","4.66436","3.53709","260.466","1.19911E-10","0.12623","7.83944","52.6747","1.42602","211.899","1.59425E-07","0.00891889",0,0,"COC1=C(C=CC(=C1)C(=O)O)O",0,8468,168,1,0,0,168.042258736,4,2,12,"InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)","COC1=C(C=CC(=C1)C(=O)O)O","4-hydroxy-3-methoxybenzoic acid","C8H8O4",168.15,168.042258736,2,66.8,0,0,1.4
"2537","InChIKey","4-[(3,4-Dimethoxyphenyl)methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one","NQWVSMVXKMHKTF-JKSUJKDBSA-N","[H][C@]1(CC2=CC(OC)=C(OC)C=C2)COC(=O)[C@]1([H])CC1=CC(OC)=C(O)C=C1","InChI=1S/C21H24O6/c1-24-18-7-5-13(11-20(18)26-3)8-15-12-27-21(23)16(15)9-14-4-6-17(22)19(10-14)25-2/h4-7,10-11,15-16,22H,8-9,12H2,1-3H3/t15-,16+/m0/s1","C21H24O6","372.1572885","COc1ccc(CC2COC(=O)C2Cc2ccc(O)c(OC)c2)cc1OC","COc1ccc(CC2COC(=O)C2Cc2ccc(O)c(OC)c2)cc1OC","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.42549E-11","24.2126","4.26334","422.97","3.38442E-08","0.244847","10.3675","9403.33","1.75085","194.008","9.91333E-09","0.000425041",2,0,"COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)OC",0,64981,483,1,2,0,372.15728849,6,1,27,"InChI=1S/C21H24O6/c1-24-18-7-5-13(11-20(18)26-3)8-15-12-27-21(23)16(15)9-14-4-6-17(22)19(10-14)25-2/h4-7,10-11,15-16,22H,8-9,12H2,1-3H3/t15-,16+/m0/s1","COC1=C(C=C(C=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)OC","(3R,4R)-4-[(3,4-dimethoxyphenyl)methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one","C21H24O6",372.4,372.15728849,7,74.2,0,0,3.6
"2538","InChIKey","Matairesinol","MATGKVZWFZHCLI-LSDHHAIUSA-N","COC1=CC(C[C@H]2COC(=O)[C@@H]2CC2=CC=C(O)C(OC)=C2)=CC=C1O","InChI=1S/C20H22O6/c1-24-18-9-12(3-5-16(18)21)7-14-11-26-20(23)15(14)8-13-4-6-17(22)19(10-13)25-2/h3-6,9-10,14-15,21-22H,7-8,11H2,1-2H3/t14-,15+/m0/s1","C20H22O6","358.1416384","COC1=CC(CC2COC(=O)C2CC2=CC=C(O)C(OC)=C2)=CC=C1O","COC1=CC(CC2COC(=O)C2CC2=CC=C(O)C(OC)=C2)=CC=C1O","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.41257E-11","23.8723","3.35115","402.133","2.56004E-09","0.152119","9.48758","1769.48","1.86579","191.712","2.91232E-08","0.00105561",2,0,"COC1=C(C=CC(=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)O",0,119205,469,1,2,0,358.14163843,6,2,26,"InChI=1S/C20H22O6/c1-24-18-9-12(3-5-16(18)21)7-14-11-26-20(23)15(14)8-13-4-6-17(22)19(10-13)25-2/h3-6,9-10,14-15,21-22H,7-8,11H2,1-2H3/t14-,15+/m0/s1","COC1=C(C=CC(=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)O","(3R,4R)-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one","C20H22O6",358.4,358.14163843,6,85.2,0,0,3.3
"2539","InChIKey","4H-Dibenzo(de,g)quinolin-3-ol, 5,6,6a,7-tetrahydro-1,2-dimethoxy-, (R)-","AOGVVFDNSYRXJL-CYBMUJFWSA-N","COC1=C(O)C2=C3[C@@H](CC4=CC=CC=C4C3=C1OC)NCC2","InChI=1S/C18H19NO3/c1-21-17-15-11-6-4-3-5-10(11)9-13-14(15)12(7-8-19-13)16(20)18(17)22-2/h3-6,13,19-20H,7-9H2,1-2H3/t13-/m1/s1","C18H19NO3","297.1364935","COc1c(O)c2CCNC3Cc4ccccc4-c(c1OC)c23","COc1c(O)c2CCNC3Cc4ccccc4-c(c1OC)c23","51.0505","441.533","7.19449E-06","1.238","0.77","1.68267E-06","206.555","176.415","0.925","-","-","142.422","3.13329E-05","-","7.07946E-11","0.000174582","1.65884E-11","20.5135","85.2434","357.651","9.25109E-10","0.52112","9.31677","362614","3.60116","191.397","7.28012E-09","0.000024877",1,0,"COC1=C2C3=CC=CC=C3CC4C2=C(CCN4)C(=C1OC)O",0,158223,404,1,1,0,297.13649348,4,2,22,"InChI=1S/C18H19NO3/c1-21-17-15-11-6-4-3-5-10(11)9-13-14(15)12(7-8-19-13)16(20)18(17)22-2/h3-6,13,19-20H,7-9H2,1-2H3/t13-/m1/s1","COC1=C2C3=CC=CC=C3C[C@@H]4C2=C(CCN4)C(=C1OC)O","(6aR)-1,2-dimethoxy-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-3-ol","C18H19NO3",297.3,297.13649348,2,50.7,0,0,2.6
"2540","InChIKey","1,2,10-Trimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-11-ol","QELDJEKNFOQJOY-ZDUSSCGKSA-N","[H][C@]12CC3=C(C(O)=C(OC)C=C3)C3=C1C(CCN2C)=CC(OC)=C3OC","InChI=1S/C20H23NO4/c1-21-8-7-12-10-15(24-3)20(25-4)18-16(12)13(21)9-11-5-6-14(23-2)19(22)17(11)18/h5-6,10,13,22H,7-9H2,1-4H3/t13-/m0/s1","C20H23NO4","341.1627082","COC1=C(O)C2=C(CC3N(C)CCC4=CC(OC)=C(OC)C2=C34)C=C1","COC1=C(O)C2=C(CC3N(C)CCC4=CC(OC)=C(OC)C2=C34)C=C1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.67139E-11","30.9398","8.06319","388.655","1.83989E-09","0.622291","10.4668","475999","2.4083","165.188","7.29939E-09","7.99785E-05",1,0,"CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC",0,10143,475,1,1,0,341.16270822,5,1,25,"InChI=1S/C20H23NO4/c1-21-8-7-12-10-15(24-3)20(25-4)18-16(12)13(21)9-11-5-6-14(23-2)19(22)17(11)18/h5-6,10,13,22H,7-9H2,1-4H3/t13-/m0/s1","CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC)OC","(6aS)-1,2,10-trimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-11-ol","C20H23NO4",341.4,341.16270822,3,51.2,0,0,2.6
"2542","InChIKey","Juzirine","XUCRLUHFLBPVRO-UHFFFAOYSA-N","COC1=C(O)C=C2C(CC3=CC=C(O)C=C3)=NC=CC2=C1","InChI=1S/C17H15NO3/c1-21-17-9-12-6-7-18-15(14(12)10-16(17)20)8-11-2-4-13(19)5-3-11/h2-7,9-10,19-20H,8H2,1H3","C17H15NO3","281.1051933","COC1=C(O)C=C2C(CC3=CC=C(O)C=C3)=NC=CC2=C1","COC1=C(O)C=C2C(CC3=CC=C(O)C=C3)=NC=CC2=C1","33.266","437.212","1.57036E-05","1.32","0.657","2.46604E-06","229.188","162.27","0.76","0.00453942","-","145.205","1.92752E-05","71.7794","5.01187E-09","5.24807E-05","1.41253E-11","34.0643","6.82174","398.65","6.71499E-10","0.401092","9.30665","899.214","3.05051","221.894","7.38985E-10","0.00112601",0,0,"COC1=C(C=C2C(=C1)C=CN=C2CC3=CC=C(C=C3)O)O",0,3085285,330,1,0,0,281.10519335,4,2,21,"InChI=1S/C17H15NO3/c1-21-17-9-12-6-7-18-15(14(12)10-16(17)20)8-11-2-4-13(19)5-3-11/h2-7,9-10,19-20H,8H2,1H3","COC1=C(C=C2C(=C1)C=CN=C2CC3=CC=C(C=C3)O)O","1-[(4-hydroxyphenyl)methyl]-6-methoxyisoquinolin-7-ol","C17H15NO3",281.3,281.10519335,3,62.6,0,0,3.3
